id,category,text
490886571,city_petitions_125700_columbia,"Stop Unchecked STR Growth: Cap STRs and Fund Enforcement<p>Columbia is at a pivotal moment. STRs have grown without a firm limit, and enforcement has not kept up. Residents deserve a <strong>clear, enforceable policy</strong> that <strong>protects neighbor"
490506873,city_petitions_125700_columbia,"Increase Funding for Youth Aging Out of Foster Care<p>The plight of children aging out of foster care is a pressing concern. Every year, approximately 20,000 young Americans age out of the foster care system without being adopted or reunited with thei"
490511260,city_petitions_125700_columbia,"Implement School Hour Crossing Guard at Assembly and Blossom Street Intersection<p>Personal tragedy has led us here today - Nathaniel (Nate) Baker, a 21-year-old business student at the University of South Carolina, tragically lost his life at the intersection of Assembly and Blo"
490415534,city_petitions_125700_columbia,"Install a Stoplight at the Intersection of Hallbrook Dr and Caughman Rd<p>The intersection at Hallbrook Dr and Caughman Rd has become a nightmare due to heavy traffic exacerbated by a nearby school. Just a few weeks ago, a sadly fatal hit-and-run incident occurred at thi"
490950191,city_petitions_125700_columbia,Keep the Fort Jackson GameStop Open for Soldier Morale and Community<p>The on post GameStop located at Fort Jackson is scheduled to close abruptly with little notice to the military community. This decision will have a significant negative impact on Soldier morale acc
490797788,city_petitions_125700_columbia,"Unfair Valet Trash Guidelines<p>As a resident of Rivers Edge at Carolina Stadium, I am facing a frustrating situation that many of my fellow tenants can relate to. Our apartment complex provides us with trash bins that have becom"
490909896,city_petitions_125700_columbia,"Allow independent reporting offices for sexual assault survivors<p>Sexual assault is a large issue that affects college students nationwide, violating their sense of safety and disrupting their academic journey. Personal stories from survivors reveal the immense c"
490666472,city_petitions_125700_columbia,"Reinstate PA Bennett Show on WGVC Radio<p>The PA Bennett Show is a vital part of our Columbia, SC community. For many of us, it is a lifeline to understanding the local issues that affect us every day. This show not only addresses pressing"
490922228,city_petitions_125700_columbia,"Improve support for autistic children in South CarolinaAutism, a neurological condition that affects communication and behavior, is a part of my family's daily life. I am the parent of two wonderful autistic children, and I am deeply concerned about the l"
490712935,city_petitions_125700_columbia,Reopen the Close-Hipp Lobby for Students<p>Students at the University of South Carolina in Columbia are facing a significant challenge with the closure of the Close-Hipp lobby. This lobby was more than just a passageway; it was a crucial sp
490431441,city_petitions_125700_columbia,"Encourage Mary Ellen to Publish Her Enlightening Book ""Recipes for Love""<p>I have a personal distinct interest in redefining my perspective on love and improving its impact on my diverse relationships, and I know I'm not alone. Across the globe, many people share the same"
490438106,city_petitions_125700_columbia,Option for Females to Wear Skirts During Baseball Season<p>We as females at SWC athletics understand the importance of looking our best for the customer. Black polos and black pants and shoes. However sometimes it can get quite warm during the baseball sea
490712440,city_petitions_125700_columbia,"Use the STOPit App to prevent school bullying and fighting in our School District<p>Having grown up attending school in District One, I have firsthand experience of the issues that plague our educational environment. Today, as a parent, the safety and well-being of my children who"
490366509,city_petitions_125700_columbia,"Revising or abolishing the phone ban<p><br>Our school's current no-phone policy, which outright bans all phone use during school hours, has been a barrier to maintaining essential communications, personal use on a privately owned device"
490480473,city_petitions_125700_columbia,"Honoring Our Honors Students: A Call for Reform in the UofSC Honors Advising System<p>Over half of the Honors Students surveyed claimed that they did not feel personally connected with their advisor. One student went as far to say, ""I am on my fifth advisor and I am only a freshman."
490520741,city_petitions_125700_columbia,"Ban Maron Gaines' Misogynistic Presentation at University of South Carolina<p>University of South Carolina (USC) is set to host Maron Gaines, famously known for the controversial podcast ""Fresh and Fit,"" infamous for its blatant disregard and disrespect for women. Unfortunat"
490811236,city_petitions_125700_columbia,"Introduce American Sign Language 3 course/ Minor<p>American Sign Language (ASL) is an essential tool of communication for millions of Americans, including approximately 500,000 individuals who are Deaf or hard of hearing. As our society becomes mor"
