id,category,text
490779774,Eric Adams,"SAVE OUR WOMEN /PROTECT OUR LADIES OF LEISURE WE ARE STILL HUMAN<p>Greetings, to all, my name is Miranda Collier, and I’m also known to many as Silence. I am a lady of leisure, and I started this petition with support of social justice advocate and clinical social"
490792618,Eric Adams,"What is HOPE? Improve shelter support for domestic violence survivors in NYC<p> </p>
<p> </p>
<change-media data-type=""img"" data-src=""/fe/sap-rich-media-user-uploads/2025/10/02/273b10ba-ad80-45c7-ad29-9c1990cf2ced.jpeg""></change-media>
<p> </p>
<p> </p>
<p>I experienced domes"
490820371,Eric Adams,"Stop Jeet from using the glasses filter<p>In the dynamic world of social media, filters have become an integral way for people to express themselves and add creativity to their content. However, misusing these tools can sometimes lead to n"
490684789,Eric Adams,"Install More Garbage Cans on Eldridge Street<p>Eldridge Street in New York, NY, is in urgent need of more garbage cans. The current number of waste bins is insufficient to handle the high volume of trash produced daily in this bustling neighbor"
490687954,Eric Adams,"Justice for Lady — End carriage horse abuse in plain sight in NYC<p><strong>Lady, a 15-year-old carriage horse, collapsed and died on a Manhattan street in the middle of the afternoon. </strong></p>
<p>She had worked in New York City <strong>for just six weeks.</st"
490699633,Eric Adams,"Add MENA category to NYC school forms<p>Growing up in New York City as a Middle Eastern student, each time I filled out a school form, I faced the frustrating reality that I had to select a race that did not truly represent me. Checking "
490688441,Eric Adams,"Unlock Learining  ,Ditch the pouch !<p>  I am urging you to take action and ban the interpretation of Yondr pouches in New York City Public Schools.While these pouches  introduced of declining rates of distractions from the school board"
490817710,Eric Adams,"Protect NYC Neighborhoods Against BESS: Responsible Siting & True Community Input<p><strong>To: NYC Council, Mayor’s Office, FDNY, NYC DOB, NYS PSC, NYSERDA, and Con Edison</strong></p>
<p><strong>Summary:</strong></p>
<p>We support clean energy and a more reliable grid. But large"
490673598,Eric Adams,"Expand NYC Public Transit Transfers<p>Every day, I participate in a program in Brooklyn. To get there, I need to take a bus, transfer to a train, and then hop on another bus. Unfortunately, this routine requires paying for two separate"
490831728,Eric Adams,"Stop NYC’s Traffic Racket<p>Hold New York City Accountable: End Unconstitutional Camera Enforcement and Compensate Victims</p>
<p> </p>
<p><br>⸻</p>
<p> </p>
<p><br>Petition Summary</p>
<p> </p>
<p><br>We, the undersigned res"
490811170,Eric Adams,"Enforce earlier shifts for Marillac cooking staff<p>Working at the Marillac Dining Hall at St. John's University, I've witnessed many of my older colleagues often working late into the night. These individuals are dedicated, hardworking, and are an "
490786283,Eric Adams,Restore Funding for New Harbor School Sailing Team Fall 2025 Season<p>New York Harbor School was founded in the fall of 2003 with the express goal of giving young people from New York City access to New York city's most valuable resource it's Harbor. From its humble 
490679287,Eric Adams,"Reinstate Sparkle Jordan as Corrections Officer<p>I, Sparkle Jordan, respectfully submit this petition to request reinstatement as a Corrections Officer with the New York City Department of Corrections. After completing the investigation requireme"
490787213,Eric Adams,"Defend NYC Leaders Arrested by ICE for Doing Their Jobs<p>On Thursday, more than a dozen elected officials, including State Senators, City Council members, and New York City Comptroller Brad Lander, were arrested at 26 Federal Plaza while attempting to in"
490835745,Eric Adams,Turning off the city bike gaugeIn New York City there is city bikes and New Yorkers use them to travel places recently Citi Bike has put a gauge on them causing them to only go 15 mph this makes New Yorkers late for places that the
490676015,Eric Adams,"NYC: Install Emergency Panic Buttons in Public Spaces<p>In the recent NYC mass shooting, <strong>an AR-15-style rifle was used to gun down innocent people in a matter of seconds. </strong>The violence was fast—and deadly.</p>
<p>What if bystanders or em"
490687290,Eric Adams,"Ban horse-drawn carriage rides in New York City<p>This is not just a symbolic issue. It is happening every day, right in the middle of Manhattan. Carriage horses are overworked, mistreated, and confined while thousands of people walk by without ev"
490822009,Eric Adams,"bring matt home 2025<p>Every year, college students find themselves away from their families during significant holidays and events, creating emotional distress and weakening family bonds. Students, like my boyfriend, wh"
490817071,Eric Adams,"Encourage Dream Charter High School to form a fall soccer team<p>Playing soccer was such a passion growing up with my friends. Soccer taught us more than just a game, as we bonded with each other through it. We discovered discipline, teamwork, patience and the w"
490706655,Eric Adams,"Demand a Women's Advisory Board and Women's Audit for NYDOT and MTA<p>Women in New York rely on transit - for work, childcare, safety - but their needs have too often been ignored. We call on the NY Department of Transportation (NYDOT) and the MTA to appoint a perman"
490687922,Eric Adams,"Bring Some Common Sense to NYC Local Law!<p>Having witnessed firsthand the struggles of real estate developers in my community, it is evident that New York City’s current environmental regulations are pushing property owners to their financi"
490683822,Eric Adams,"Phones Aren’t the Problem — The Ban Is<p>– Who is impacted?</p>
<p>Students across New York City high schools are being heavily affected by strict phone bans that extend even into non-classroom times like lunch or breaks between periods. "
490796079,Eric Adams,"Plant more trees in Brooklyn<p>Living in Brooklyn, the very air I breathe is crucial to my health and wellbeing. Like many of my fellow Brooklynites, I long to walk through neighborhoods graced with abundant trees, providing a r"
490751880,Eric Adams,"PROTECTION GATE FOR STAPLETON WATER FRONT<p>My 6 year old son Thomas , who has severe autism, left our home and wandered to Stapleton Water Front by our home.  Tragically my son drowned at this ungated water front.  I had to watch something "
490676376,Eric Adams,"No Casino in Hell's Kitchen<p>Residents of Hell's Kitchen rejected the proposal to build a casino at the Western Rail Yards. Now, another ill-suited casino proposal sits before a Community Advisory Committee, comprised of repre"
490760830,Eric Adams,OPPOSE CASINO - AVENIR - Hudson Yards/Hell's Kitchen 41st and 10th/11th<p>We are very opposed to the Avenir Casino. It will be not only a blight to the neighborhood but between construction and traffic (even once completed)... it will make this neighborhood absolutely un
490697273,Eric Adams,"Caesars Palace Times Square project:  just say no<p>To whom it may concern,<br> </p>
<p>We are a group of concerned citizens, musicians, actors, and members of the No Times Square Casino coalition, The Broadway League, IATSE, and UFT. We want to let"
490691230,Eric Adams,"Show Your Support: Keep Outdoor Dining at Arriba Arriba<p><strong>To Erik Bottcher, Member of the New York City Council</strong></p>
<p>We, the undersigned, are writing to express our strong support for Arriba Arriba, a beloved restaurant that has been a "
490678398,Eric Adams,"Save Salk<p>We, the families of Salk School of Science (MS 255) (“Salk”) and other stakeholders in District 2 strongly oppose the proposed plan to merge Salk and 75 Morton (MS 297) (“Morton”). We demand that a"
490688616,Eric Adams,"FIX the Riegelmann / Brighton Beach / Coney Island Boardwalk<p> The Riegelmann / Brighton Beach / Coney Island boardwalk has arguably <strong>been getting</strong> <strong>worse</strong> over the last couple of years and, as more grass grows in between the woo"
490691217,Eric Adams,"BRING BACK the Century Playground Soccer Goals For around a year (ever since ~June 17, 2024), the goals in Century Playground, Brighton Beach were taken away from the blue, concrete futsal field near the basketball courts. I believe this was due "
490771429,Eric Adams,"Too Loud, Too Long, Too Much: Reform San Gennaro Now<p> </p>
<p> Reduce the Impact of the Feast of San Gennaro on Little Italy &amp; Nolita<br> </p>
<p><strong>The Feast of San Gennaro has lost its balance.</strong></p>
<p><strong>What was once a local"
490823224,Eric Adams,"Stop Licensed Animal Hoarding—Protect Animals and Vulnerable People in New York<p><strong>Over 200 animals were rescued from a Long Island home where they lived in filth, overcrowding, and neglect. </strong></p>
<p>Dogs, cats, birds, rabbits, tortoises—even chipmunks and flying "
490662207,Eric Adams,"Phones for Safety, Learning, and Connection—Not just Distraction<p>In many schools across New York, an absolute ban on all electronic devices is seen as a necessary measure to minimize distractions. However, this approach overlooks the broader implications for stu"
490747728,Eric Adams,"NYC DOT: Add Pavement STOP Marking at 187th & Pinehurst<p>Drivers turning right from Cabrini Blvd notoriously fail to stop at the intersection of 187th Street and Pinehurst Avenue, despite the paired stop signs posted on either side. This creates a seriou"
490701578,Eric Adams,"Co-name 3rd Street & Avenue D as ""Crush City Rockers Way""<p>The Crush City Rockers have been more than just a dance crew; they have been a transformative presence in the heart of the Lower East Side. Through the power of dance, they have provided young peop"
